,state_code,date,confirmed,recovered,deceased,tested,vaccinated
0,AN,2020-03-26,1,0,0,0,0
1,AN,2020-03-27,6,0,0,0,0
2,AN,2020-03-28,9,0,0,0,0
3,AN,2020-03-29,9,0,0,0,0
4,AN,2020-03-30,10,0,0,0,0
5,AN,2020-03-31,10,0,0,0,0
6,AN,2020-01-04,10,0,0,0,0
7,AN,2020-02-04,10,0,0,0,0
8,AN,2020-03-04,10,0,0,0,0
9,AN,2020-04-04,10,0,0,0,0
10,AN,2020-05-04,10,0,0,0,0
11,AN,2020-06-04,10,0,0,0,0
12,AN,2020-07-04,10,0,0,0,0
13,AN,2020-08-04,11,0,0,0,0
14,AN,2020-09-04,11,10,0,0,0
15,AN,2020-10-04,11,10,0,0,0
16,AN,2020-11-04,11,10,0,0,0
17,AN,2020-12-04,11,10,0,0,0
18,AN,2020-04-13,11,10,0,0,0
19,AN,2020-04-14,11,10,0,0,0
20,AN,2020-04-15,11,10,0,0,0
21,AN,2020-04-16,11,11,0,0,0
22,AN,2020-04-17,12,11,0,1403,0
23,AN,2020-04-18,14,11,0,1403,0
24,AN,2020-04-19,15,11,0,1403,0
25,AN,2020-04-20,16,11,0,1403,0
26,AN,2020-04-21,17,11,0,1403,0
27,AN,2020-04-22,18,11,0,1403,0
28,AN,2020-04-23,22,11,0,1403,0
29,AN,2020-04-24,29,11,0,2679,0
30,AN,2020-04-25,33,11,0,2679,0
31,AN,2020-04-26,33,11,0,2679,0
32,AN,2020-04-27,33,11,0,2848,0
33,AN,2020-04-28,33,15,0,2848,0
34,AN,2020-04-29,33,15,0,2848,0
35,AN,2020-04-30,33,16,0,2848,0
36,AN,2020-01-05,33,16,0,3754,0
37,AN,2020-02-05,33,26,0,3754,0
38,AN,2020-03-05,33,32,0,3754,0
39,AN,2020-04-05,33,32,0,3754,0
40,AN,2020-05-05,33,32,0,3754,0
41,AN,2020-06-05,33,32,0,3754,0
42,AN,2020-07-05,33,33,0,3754,0
43,AN,2020-08-05,33,33,0,3754,0
44,AN,2020-09-05,33,33,0,3754,0
45,AN,2020-10-05,33,33,0,3754,0
46,AN,2020-11-05,33,33,0,3754,0
47,AN,2020-12-05,33,33,0,3754,0
48,AN,2020-05-13,33,33,0,3754,0
49,AN,2020-05-14,33,33,0,3754,0
50,AN,2020-05-15,33,33,0,3754,0
51,AN,2020-05-16,33,33,0,6677,0
52,AN,2020-05-17,33,33,0,6677,0
53,AN,2020-05-18,33,33,0,6677,0
54,AN,2020-05-19,33,33,0,6965,0
55,AN,2020-05-20,33,33,0,7082,0
56,AN,2020-05-21,33,33,0,7167,0
57,AN,2020-05-22,33,33,0,7263,0
58,AN,2020-05-23,33,33,0,7327,0
59,AN,2020-05-24,33,33,0,7327,0
60,AN,2020-05-25,33,33,0,7363,0
61,AN,2020-05-26,33,33,0,7448,0
62,AN,2020-05-27,33,33,0,7499,0
63,AN,2020-05-28,33,33,0,7519,0
64,AN,2020-05-29,33,33,0,7567,0
65,AN,2020-05-30,33,33,0,7567,0
66,AN,2020-05-31,33,33,0,7706,0
67,AN,2020-01-06,33,33,0,7805,0
68,AN,2020-02-06,33,33,0,8086,0
69,AN,2020-03-06,33,33,0,8295,0
70,AN,2020-04-06,33,33,0,8413,0
71,AN,2020-05-06,33,33,0,8694,0
72,AN,2020-06-06,33,33,0,9037,0
73,AN,2020-07-06,33,33,0,9242,0
74,AN,2020-08-06,33,33,0,9341,0
75,AN,2020-09-06,34,33,0,9859,0
76,AN,2020-10-06,35,33,0,10010,0
77,AN,2020-11-06,38,33,0,10226,0
78,AN,2020-12-06,38,33,0,10697,0
79,AN,2020-06-13,38,33,0,10955,0
80,AN,2020-06-14,40,33,0,11356,0
81,AN,2020-06-15,41,33,0,11518,0
82,AN,2020-06-16,44,33,0,11809,0
83,AN,2020-06-17,44,33,0,12239,0
84,AN,2020-06-18,45,35,0,12622,0
85,AN,2020-06-19,47,35,0,12930,0
86,AN,2020-06-20,47,35,0,13320,0
87,AN,2020-06-21,48,37,0,13434,0
88,AN,2020-06-22,48,37,0,13511,0
89,AN,2020-06-23,50,40,0,13723,0
90,AN,2020-06-24,56,41,0,13994,0
91,AN,2020-06-25,58,41,0,14277,0
92,AN,2020-06-26,72,43,0,14583,0
93,AN,2020-06-27,72,43,0,14851,0
94,AN,2020-06-28,83,45,0,15094,0
95,AN,2020-06-29,90,45,0,15410,0
96,AN,2020-06-30,97,45,0,15709,0
97,AN,2020-01-07,100,50,0,15982,0
98,AN,2020-02-07,109,51,0,16278,0
99,AN,2020-03-07,116,54,0,16626,0
100,AN,2020-04-07,119,66,0,16832,0
101,AN,2020-05-07,125,72,0,16909,0
102,AN,2020-06-07,141,74,0,17095,0
103,AN,2020-07-07,147,74,0,17381,0
104,AN,2020-08-07,149,74,0,17643,0
105,AN,2020-09-07,156,83,0,17852,0
106,AN,2020-10-07,156,92,0,18046,0
107,AN,2020-11-07,156,92,0,18315,0
108,AN,2020-12-07,163,100,0,18447,0
109,AN,2020-07-13,166,109,0,18609,0
110,AN,2020-07-14,171,129,0,18884,0
111,AN,2020-07-15,176,130,0,19061,0
112,AN,2020-07-16,180,133,0,19227,0
113,AN,2020-07-17,184,142,0,19421,0
114,AN,2020-07-18,188,145,0,19671,0
115,AN,2020-07-19,203,145,0,19904,0
116,AN,2020-07-20,207,151,0,20301,0
117,AN,2020-07-21,212,159,0,20642,0
118,AN,2020-07-22,221,163,0,21043,0
119,AN,2020-07-23,240,170,0,21310,0
120,AN,2020-07-24,259,174,0,21743,0
121,AN,2020-07-25,290,176,0,21965,0
122,AN,2020-07-26,318,180,0,22049,0
123,AN,2020-07-27,338,192,1,22548,0
124,AN,2020-07-28,363,196,1,22925,0
125,AN,2020-07-29,428,201,2,23217,0
126,AN,2020-07-30,470,201,3,23615,0
127,AN,2020-07-31,548,214,5,24038,0
128,AN,2020-01-08,636,226,7,24308,0
129,AN,2020-02-08,734,242,8,24580,0
130,AN,2020-03-08,830,263,10,25034,0
131,AN,2020-04-08,928,277,12,25492,0
132,AN,2020-05-08,1027,326,14,25826,0
133,AN,2020-06-08,1123,355,16,26516,0
134,AN,2020-07-08,1222,425,19,26915,0
135,AN,2020-08-08,1351,500,20,27073,0
136,AN,2020-09-08,1490,648,20,27103,0
137,AN,2020-10-08,1625,709,20,27346,0
138,AN,2020-11-08,1764,749,21,27455,0
139,AN,2020-12-08,1900,829,21,27744,0
140,AN,2020-08-13,2037,924,22,27973,0
141,AN,2020-08-14,2186,1032,24,28129,0
142,AN,2020-08-15,2306,1128,24,28209,0
143,AN,2020-08-16,2399,1226,28,28229,0
144,AN,2020-08-17,2445,1325,29,28672,0
145,AN,2020-08-18,2529,1421,30,28937,0
146,AN,2020-08-19,2604,1529,30,29303,0
147,AN,2020-08-20,2680,1638,31,29487,0
148,AN,2020-08-21,2747,1744,32,29573,0
149,AN,2020-08-22,2808,1853,32,29888,0
150,AN,2020-08-23,2860,1963,33,30278,0
151,AN,2020-08-24,2904,2092,35,30513,0
152,AN,2020-08-25,2945,2231,37,31082,0
153,AN,2020-08-26,2985,2309,41,31646,0
154,AN,2020-08-27,3018,2374,42,31830,0
155,AN,2020-08-28,3050,2444,42,32100,0
156,AN,2020-08-29,3081,2519,44,32407,0
157,AN,2020-08-30,3104,2586,45,32674,0
158,AN,2020-08-31,3132,2647,46,33485,0
159,AN,2020-01-09,3160,2714,46,35104,0
160,AN,2020-02-09,3186,2758,47,36136,0
161,AN,2020-03-09,3223,2823,48,37075,0
162,AN,2020-04-09,3257,2863,49,37825,0
163,AN,2020-05-09,3292,2904,50,38574,0
164,AN,2020-06-09,3332,2951,50,39205,0
165,AN,2020-07-09,3359,2997,50,39995,0
166,AN,2020-08-09,3392,3035,50,41039,0
167,AN,2020-09-09,3426,3078,51,41776,0
168,AN,2020-10-09,3465,3121,51,42792,0
169,AN,2020-11-09,3494,3157,51,43680,0
170,AN,2020-12-09,3521,3202,51,44570,0
171,AN,2020-09-13,3546,3243,51,45279,0
172,AN,2020-09-14,3557,3278,52,45987,0
173,AN,2020-09-15,3574,3318,52,46823,0
174,AN,2020-09-16,3593,3345,52,47794,0
175,AN,2020-09-17,3604,3378,52,48861,0
176,AN,2020-09-18,3631,3414,52,50035,0
177,AN,2020-09-19,3644,3436,52,50681,0
178,AN,2020-09-20,3651,3451,52,51262,0
179,AN,2020-09-21,3673,3469,52,52220,0
180,AN,2020-09-22,3691,3479,52,52845,0
181,AN,2020-09-23,3712,3494,52,53591,0
182,AN,2020-09-24,3744,3503,52,52992,0
183,AN,2020-09-25,3759,3528,52,55169,0
184,AN,2020-09-26,3774,3551,52,56059,0
185,AN,2020-09-27,3794,3553,53,56661,0
186,AN,2020-09-28,3803,3582,53,57343,0
187,AN,2020-09-29,3821,3587,53,58135,0
188,AN,2020-09-30,3835,3608,53,58763,0
189,AN,2020-01-10,3848,3623,53,59676,0
190,AN,2020-02-10,3858,3631,53,60437,0
191,AN,2020-03-10,3868,3642,53,61231,0
192,AN,2020-04-10,3884,3649,53,62103,0
193,AN,2020-05-10,3899,3659,54,63009,0
194,AN,2020-06-10,3912,3678,54,63790,0
195,AN,2020-07-10,3935,3696,54,65111,0
196,AN,2020-08-10,3952,3707,55,66244,0
197,AN,2020-09-10,3976,3724,55,67332,0
198,AN,2020-10-10,3992,3744,55,68464,0
199,AN,2020-11-10,4005,3764,55,69146,0
200,AN,2020-12-10,4023,3770,55,69932,0
201,AN,2020-10-13,4036,3782,55,70780,0
202,AN,2020-10-14,4046,3796,55,71624,0
203,AN,2020-10-15,4062,3817,55,72525,0
204,AN,2020-10-16,4072,3831,56,73363,0
205,AN,2020-10-17,4083,3848,56,74277,0
206,AN,2020-10-18,4108,3868,56,75030,0
207,AN,2020-10-19,4126,3892,56,75977,0
208,AN,2020-10-20,4141,3902,56,77200,0
209,AN,2020-10-21,4168,3913,56,78303,0
210,AN,2020-10-22,4184,3937,57,79301,0
211,AN,2020-10-23,4207,3945,58,80768,0
212,AN,2020-10-24,4225,3968,58,81880,0
213,AN,2020-10-25,4245,3983,58,82626,0
214,AN,2020-10-26,4253,3997,58,83115,0
215,AN,2020-10-27,4274,4019,58,84308,0
216,AN,2020-10-28,4289,4039,58,85378,0
217,AN,2020-10-29,4305,4054,59,86715,0
218,AN,2020-10-30,4317,4076,59,87789,0
219,AN,2020-10-31,4332,4100,59,88453,0
220,AN,2020-01-11,4340,4112,60,89559,0
221,AN,2020-02-11,4352,4132,60,90901,0
222,AN,2020-03-11,4372,4153,60,92249,0
223,AN,2020-04-11,4389,4163,60,93406,0
224,AN,2020-05-11,4403,4175,60,94639,0
225,AN,2020-06-11,4420,4194,60,96214,0
226,AN,2020-07-11,4441,4206,60,97603,0
227,AN,2020-08-11,4450,4221,60,98812,0
228,AN,2020-09-11,4463,4239,60,100025,0
229,AN,2020-10-11,4477,4255,60,101226,0
230,AN,2020-11-11,4494,4267,60,102433,0
231,AN,2020-12-11,4507,4282,61,103599,0
232,AN,2020-11-13,4518,4304,61,104785,0
233,AN,2020-11-14,4527,4315,61,105699,0
234,AN,2020-11-15,4536,4330,61,106734,0
235,AN,2020-11-16,4557,4346,61,108080,0
236,AN,2020-11-17,4574,4363,61,109646,0
237,AN,2020-11-18,4593,4378,61,111166,0
238,AN,2020-11-19,4604,4398,61,112792,0
239,AN,2020-11-20,4617,4408,61,114392,0
240,AN,2020-11-21,4631,4428,61,115968,0
241,AN,2020-11-22,4641,4440,61,117093,0
242,AN,2020-11-23,4656,4453,61,118654,0
243,AN,2020-11-24,4667,4464,61,120324,0
244,AN,2020-11-25,4677,4479,61,121931,0
245,AN,2020-11-26,4682,4491,61,123165,0
246,AN,2020-11-27,4689,4508,61,124832,0
247,AN,2020-11-28,4698,4518,61,126331,0
248,AN,2020-11-29,4704,4537,61,127912,0
249,AN,2020-11-30,4710,4550,61,129389,0
250,AN,2020-01-12,4718,4566,61,131080,0
251,AN,2020-02-12,4723,4583,61,132784,0
252,AN,2020-03-12,4729,4597,61,134355,0
253,AN,2020-04-12,4742,4611,61,135952,0
254,AN,2020-05-12,4747,4616,61,137648,0
255,AN,2020-06-12,4758,4624,61,139326,0
256,AN,2020-07-12,4773,4631,61,140961,0
257,AN,2020-08-12,4778,4647,61,142667,0
258,AN,2020-09-12,4783,4647,61,144401,0
259,AN,2020-10-12,4791,4652,61,146143,0
260,AN,2020-11-12,4798,4659,61,147806,0
261,AN,2020-12-12,4805,4665,61,149926,0
262,AN,2020-12-13,4818,4673,61,152004,0
263,AN,2020-12-14,4834,4681,61,153685,0
264,AN,2020-12-15,4842,4688,61,155454,0
265,AN,2020-12-16,4850,4698,61,157242,0
266,AN,2020-12-17,4860,4707,61,159027,0
267,AN,2020-12-18,4869,4712,61,160856,0
268,AN,2020-12-19,4875,4719,61,162821,0
269,AN,2020-12-20,4881,4732,61,165024,0
270,AN,2020-12-21,4888,4740,62,166845,0
271,AN,2020-12-22,4893,4749,62,168769,0
272,AN,2020-12-23,4896,4761,62,170666,0
273,AN,2020-12-24,4901,4775,62,172756,0
274,AN,2020-12-25,4912,4781,62,174482,0
275,AN,2020-12-26,4912,4789,62,175578,0
276,AN,2020-12-27,4924,4798,62,176898,0
277,AN,2020-12-28,4929,4803,62,177926,0
278,AN,2020-12-29,4936,4811,62,179444,0
279,AN,2020-12-30,4941,4820,62,180626,0
280,AN,2020-12-31,4945,4826,62,181640,0
281,AN,2021-01-01,4946,4830,62,182631,0
282,AN,2021-02-01,4947,4837,62,183725,0
283,AN,2021-03-01,4948,4846,62,184955,0
284,AN,2021-04-01,4948,4848,62,186140,0
285,AN,2021-05-01,4949,4856,62,187115,0
286,AN,2021-06-01,4949,4859,62,188351,0
287,AN,2021-07-01,4958,4864,62,190031,0
288,AN,2021-08-01,4959,4866,62,191206,0
289,AN,2021-09-01,4959,4873,62,192560,0
290,AN,2021-10-01,4960,4875,62,193719,0
291,AN,2021-11-01,4963,4884,62,195351,0
292,AN,2021-12-01,4966,4886,62,196859,0
293,AN,2021-01-13,4969,4891,62,198478,0
294,AN,2021-01-14,4976,4891,62,199805,0
295,AN,2021-01-15,4979,4895,62,200953,0
296,AN,2021-01-16,4982,4895,62,202521,225
297,AN,2021-01-17,4983,4896,62,203741,225
298,AN,2021-01-18,4988,4897,62,205411,442
299,AN,2021-01-19,4989,4897,62,206732,644
300,AN,2021-01-20,4991,4900,62,208179,644
301,AN,2021-01-21,4991,4904,62,209437,1032
302,AN,2021-01-22,4992,4907,62,210762,1466
303,AN,2021-01-23,4993,4907,62,212393,1998
304,AN,2021-01-24,4993,4908,62,213467,2019
305,AN,2021-01-25,4994,4917,62,214915,2369
306,AN,2021-01-26,4994,4917,62,215858,2369
307,AN,2021-01-27,4994,4922,62,217007,2385
308,AN,2021-01-28,4994,4924,62,218629,2656
309,AN,2021-01-29,4994,4927,62,220484,2727
310,AN,2021-01-30,4994,4928,62,221876,2727
311,AN,2021-01-31,4994,4928,62,223137,2727
312,AN,2021-01-02,4994,4932,62,224852,2727
313,AN,2021-02-02,4994,4932,62,226584,2727
314,AN,2021-03-02,4994,4932,62,228290,2772
315,AN,2021-04-02,4994,4932,62,230133,2938
316,AN,2021-05-02,4997,4932,62,231633,3161
317,AN,2021-06-02,5000,4932,62,233597,3161
318,AN,2021-07-02,5001,4932,62,235072,3397
319,AN,2021-08-02,5005,4932,62,236643,3397
320,AN,2021-09-02,5007,4932,62,238339,3413
321,AN,2021-10-02,5007,4932,62,240362,3413
322,AN,2021-11-02,5007,4932,62,241833,3454
323,AN,2021-12-02,5007,4934,62,243631,3454
324,AN,2021-02-13,5009,4938,62,245745,3646
325,AN,2021-02-14,5009,4938,62,247289,3646
326,AN,2021-02-15,5009,4938,62,248562,3847
327,AN,2021-02-16,5013,4943,62,250037,3847
328,AN,2021-02-17,5014,4944,62,251774,4045
329,AN,2021-02-18,5014,4944,62,253718,4347
330,AN,2021-02-19,5014,4948,62,255675,4453
331,AN,2021-02-20,5014,4949,62,257213,4846
332,AN,2021-02-21,5014,4949,62,258773,4846
333,AN,2021-02-22,5015,4949,62,260324,5442
334,AN,2021-02-23,5016,4949,62,261719,5565
335,AN,2021-02-24,5016,4950,62,263090,5644
336,AN,2021-02-25,5016,4952,62,264369,6034
337,AN,2021-02-26,5017,4952,62,265852,6134
338,AN,2021-02-27,5018,4952,62,267209,6134
339,AN,2021-02-28,5020,4952,62,268499,6134
340,AN,2021-01-03,5020,4952,62,269799,6581
341,AN,2021-02-03,5020,4952,62,271193,6912
342,AN,2021-03-03,5022,4952,62,273010,6912
343,AN,2021-04-03,5024,4953,62,274849,6912
344,AN,2021-05-03,5024,4954,62,276471,8392
345,AN,2021-06-03,5024,4955,62,278437,8977
346,AN,2021-07-03,5024,4955,62,280041,9187
347,AN,2021-08-03,5026,4957,62,281955,9890
348,AN,2021-09-03,5028,4958,62,283492,10433
349,AN,2021-10-03,5028,4960,62,285087,10749
350,AN,2021-11-03,5028,4960,62,286505,11228
351,AN,2021-12-03,5029,4961,62,288197,11729
352,AN,2021-03-13,5030,4964,62,290341,11921
353,AN,2021-03-14,5031,4964,62,291842,11921
354,AN,2021-03-15,5031,4966,62,294094,12360
355,AN,2021-03-16,5032,4967,62,295827,12632
356,AN,2021-03-17,5035,4967,62,297433,12632
357,AN,2021-03-18,5036,4969,62,299048,13102
358,AN,2021-03-19,5038,4969,62,300892,13517
359,AN,2021-03-20,5038,4969,62,302566,13785
360,AN,2021-03-21,5039,4969,62,304391,13785
361,AN,2021-03-22,5039,4969,62,305778,14161
362,AN,2021-03-23,5039,4972,62,307255,14751
363,AN,2021-03-24,5041,4973,62,308812,14934
364,AN,2021-03-25,5042,4974,62,310615,15377
365,AN,2021-03-26,5043,4974,62,312378,15639
366,AN,2021-03-27,5044,4975,62,314309,15989
367,AN,2021-03-28,5046,4976,62,315818,15989
368,AN,2021-03-29,5052,4976,62,317137,15989
369,AN,2021-03-30,5081,4976,62,318382,16480
370,AN,2021-03-31,5083,4976,62,319864,16480
371,AN,2021-01-04,5084,4980,62,321456,17208
372,AN,2021-02-04,5084,4981,62,323001,17669
373,AN,2021-03-04,5098,4987,62,324207,18190
374,AN,2021-04-04,5109,4990,62,325826,18833
375,AN,2021-05-04,5116,5001,62,327270,19927
376,AN,2021-06-04,5123,5010,62,328737,21509
377,AN,2021-07-04,5131,5020,62,330481,22919
378,AN,2021-08-04,5149,5027,62,332119,25396
379,AN,2021-09-04,5161,5028,62,333671,27698
380,AN,2021-10-04,5175,5038,62,335784,29877
381,AN,2021-11-04,5190,5040,62,337833,32059
382,AN,2021-12-04,5201,5050,62,339482,36572
383,AN,2021-04-13,5209,5054,62,341557,43069
384,AN,2021-04-14,5247,5078,63,343431,49657
385,AN,2021-04-15,5262,5082,63,345485,54819
386,AN,2021-04-16,5289,5110,63,347489,61411
387,AN,2021-04-17,5331,5146,64,349739,67540
388,AN,2021-04-18,5390,5200,64,352086,71357
389,AN,2021-04-19,5421,5212,64,353754,75722
390,AN,2021-04-20,5466,5243,64,355507,78989
391,AN,2021-04-21,5490,5276,64,357442,80901
392,AN,2021-04-22,5527,5309,65,358903,83377
393,AN,2021-04-23,5569,5358,65,360595,85201
394,AN,2021-04-24,5614,5410,66,361594,86810
395,AN,2021-04-25,5665,5467,66,363056,87865
396,AN,2021-04-26,5716,5520,66,364735,89290
397,AN,2021-04-27,5764,5562,66,366683,90471
398,AN,2021-04-28,5816,5606,67,367689,91394
399,AN,2021-04-29,5875,5643,67,368945,92417
400,AN,2021-04-30,5949,5701,67,370896,93493
401,AN,2021-01-05,6046,5773,68,372214,94050
402,AN,2021-02-05,6084,5798,69,373007,94126
403,AN,2021-03-05,6150,5850,70,373785,94599
404,AN,2021-04-05,6181,5879,70,374428,94939
405,AN,2021-05-05,6223,5928,71,375095,95314
406,AN,2021-06-05,6255,5958,72,375477,96017
407,AN,2021-07-05,6311,6030,72,375967,96702
408,AN,2021-08-05,6341,6056,74,376536,97202
409,AN,2021-09-05,6367,6088,76,376933,97284
410,AN,2021-10-05,6398,6125,78,377293,97829
411,AN,2021-11-05,6426,6149,78,377516,98215
412,AN,2021-12-05,6470,6175,81,378060,98564
413,AN,2021-05-13,6510,6213,83,378462,98828
414,AN,2021-05-14,6542,6225,85,378887,98837
415,AN,2021-05-15,6568,6267,85,379096,99084
416,AN,2021-05-16,6603,6283,88,379674,99085
417,AN,2021-05-17,6638,6329,89,380102,99514
418,AN,2021-05-18,6674,6359,92,380395,99792
419,AN,2021-05-19,6709,6385,95,380853,100295
420,AN,2021-05-20,6758,6401,96,381349,102026
421,AN,2021-05-21,6789,6417,98,382015,102792
422,AN,2021-05-22,6820,6441,101,382640,103602
423,AN,2021-05-23,6844,6473,103,383265,103987
424,AN,2021-05-24,6853,6495,104,383396,104438
425,AN,2021-05-25,6878,6544,106,383727,105123
426,AN,2021-05-26,6901,6573,108,384188,105932
427,AN,2021-05-27,6917,6591,109,384528,106543
428,AN,2021-05-28,6936,6630,113,385020,107301
429,AN,2021-05-29,6964,6660,113,385564,108314
430,AN,2021-05-30,6984,6683,114,385988,108556
431,AN,2021-05-31,7005,6719,115,386613,109084
432,AN,2021-01-06,7018,6745,118,387348,109815
433,AN,2021-02-06,7043,6781,119,387871,110314
434,AN,2021-03-06,7070,6820,119,388486,110997
435,AN,2021-04-06,7088,6852,121,389152,111498
436,AN,2021-05-06,7105,6876,122,389785,111961
437,AN,2021-06-06,7119,6894,122,390574,111969
438,AN,2021-07-06,7131,6912,123,391273,112476
439,AN,2021-08-06,7154,6935,125,392095,112875
440,AN,2021-09-06,7168,6952,125,392974,113196
441,AN,2021-10-06,7197,6973,125,393692,114083
442,AN,2021-11-06,7233,6984,125,394822,114829
443,AN,2021-12-06,7243,6996,126,395624,115686
444,AN,2021-06-13,7261,7025,126,396534,115688
445,AN,2021-06-14,7269,7034,126,397190,116624
446,AN,2021-06-15,7280,7049,126,397953,117533
447,AN,2021-06-16,7306,7079,127,398852,118493
448,AN,2021-06-17,7335,7104,127,399580,119426
449,AN,2021-06-18,7363,7128,127,400211,120356
450,AN,2021-06-19,7394,7162,127,400997,121196
451,AN,2021-06-20,7406,7177,127,401769,121198
452,AN,2021-06-21,7415,7191,127,402629,121956
453,AN,2021-06-22,7425,7195,127,403616,124713
454,AN,2021-06-23,7438,7210,127,404494,128612
455,AN,2021-06-24,7440,7214,127,405197,133497
456,AN,2021-06-25,7441,7245,127,405887,138286
457,AN,2021-06-26,7446,7265,127,406529,143336
458,AN,2021-06-27,7455,7266,127,407488,145019
459,AN,2021-06-28,7462,7286,128,408220,148504
460,AN,2021-06-29,7466,7296,128,409212,153048
461,AN,2021-06-30,7467,7308,128,409890,156470
462,AN,2021-01-07,7469,7308,128,410741,157304
463,AN,2021-02-07,7475,7325,128,411442,158335
464,AN,2021-03-07,7478,7330,128,412361,159330
465,AN,2021-04-07,7482,7333,128,413316,159342
466,AN,2021-05-07,7482,7339,128,414166,160298
467,AN,2021-06-07,7487,7343,128,415066,161401
468,AN,2021-07-07,7491,7349,128,416065,162375
469,AN,2021-08-07,7492,7351,128,416815,163284
470,AN,2021-09-07,7492,7352,128,417598,164079
471,AN,2021-10-07,7492,7352,129,418550,166120
472,AN,2021-11-07,7492,7352,129,419287,166343
473,AN,2021-12-07,7493,7355,129,420157,168329
474,AN,2021-07-13,7496,7358,129,421108,174389
475,AN,2021-07-14,7499,7359,129,421940,177014
476,AN,2021-07-15,7501,7359,129,422876,178777
477,AN,2021-07-16,7505,7360,129,423910,179882
478,AN,2021-07-17,7506,7361,129,425268,180673
479,AN,2021-07-18,7510,7365,129,426511,180805
480,AN,2021-07-19,7516,7368,129,427711,181725
481,AN,2021-07-20,7518,7370,129,428751,184157
482,AN,2021-07-21,7521,7374,129,429739,184160
483,AN,2021-07-22,7525,7377,129,430415,187006
484,AN,2021-07-23,7525,7379,129,431486,190153
485,AN,2021-07-24,7525,7382,129,432627,192718
486,AN,2021-07-25,7529,7385,129,433596,193281
487,AN,2021-07-26,7530,7387,129,434929,195082
488,AN,2021-07-27,7530,7389,129,436240,197991
489,AN,2021-07-28,7531,7395,129,437301,201244
490,AN,2021-07-29,7534,7395,129,438456,203975
491,AN,2021-07-30,7535,7398,129,439639,206031
492,AN,2021-07-31,7537,7400,129,440870,209696
493,AN,2021-01-08,7539,7403,129,442063,209744
494,AN,2021-02-08,7539,7404,129,443192,210578
495,AN,2021-03-08,7540,7405,129,444838,211569
496,AN,2021-04-08,7541,7408,129,445987,212573
497,AN,2021-05-08,7541,7408,129,447339,213457
498,AN,2021-06-08,7541,7408,129,448882,214334
499,AN,2021-07-08,7544,7409,129,450208,215022
500,AN,2021-08-08,7546,7410,129,451415,215077
501,AN,2021-09-08,7546,7412,129,452587,216053
502,AN,2021-10-08,7548,7412,129,453934,216987
503,AN,2021-11-08,7548,7413,129,455101,219316
504,AN,2021-12-08,7548,7413,129,456247,223763
505,AN,2021-08-13,7548,7415,129,457530,228316
506,AN,2021-08-14,7548,7417,129,458881,232709
507,AN,2021-08-15,7548,7419,129,459903,232929
508,AN,2021-08-16,7549,7419,129,461421,234616
509,AN,2021-08-17,7549,7419,129,463317,235835
510,AN,2021-08-18,7550,7419,129,465502,236656
511,AN,2021-08-19,7553,7419,129,467535,236726
512,AN,2021-08-20,7556,7419,129,469406,238192
513,AN,2021-08-21,7557,7419,129,471525,238494
514,AN,2021-08-22,7557,7420,129,472803,238632
515,AN,2021-08-23,7559,7420,129,474665,241644
516,AN,2021-08-24,7560,7421,129,476828,244623
517,AN,2021-08-25,7560,7424,129,478969,247534
518,AN,2021-08-26,7560,7427,129,480928,249788
519,AN,2021-08-27,7560,7428,129,482951,251619
520,AN,2021-08-28,7560,7428,129,484869,251619
521,AN,2021-08-29,7564,7430,129,486944,254459
522,AN,2021-08-30,7565,7431,129,488646,255805
523,AN,2021-08-31,7566,7431,129,490652,257495
524,AN,2021-01-09,7566,7431,129,492647,258946
525,AN,2021-02-09,7567,7431,129,494555,260237
526,AN,2021-03-09,7570,7432,129,496179,261134
527,AN,2021-04-09,7572,7436,129,498055,262154
528,AN,2021-05-09,7572,7437,129,499979,262193
529,AN,2021-06-09,7572,7437,129,501988,263057
530,AN,2021-07-09,7573,7437,129,504146,264215
531,AN,2021-08-09,7576,7438,129,506028,265589
532,AN,2021-09-09,7577,7441,129,508157,267126
533,AN,2021-10-09,7579,7443,129,510069,268265
534,AN,2021-11-09,7580,7443,129,511969,269519
535,AN,2021-12-09,7582,7444,129,513687,271358
536,AN,2021-09-13,7584,7447,129,515139,273062
537,AN,2021-09-14,7592,7448,129,517648,275024
538,AN,2021-09-15,7592,7450,129,519910,278794
539,AN,2021-09-16,7595,7451,129,522279,279634
540,AN,2021-09-17,7596,7453,129,524696,283628
541,AN,2021-09-18,7598,7455,129,527246,285173
542,AN,2021-09-19,7600,7458,129,529828,286313
543,AN,2021-09-20,7602,7458,129,532511,286761
544,AN,2021-09-21,7607,7461,129,534985,287185
545,AN,2021-09-22,7615,7466,129,537184,287532
546,AN,2021-09-23,7616,7470,129,539577,287854
547,AN,2021-09-24,7617,7472,129,542063,288184
548,AN,2021-09-25,7618,7473,129,544159,288494
549,AN,2021-09-26,7618,7476,129,545708,288523
550,AN,2021-09-27,7619,7479,129,547050,288878
551,AN,2021-09-28,7620,7480,129,548546,289147
552,AN,2021-09-29,7620,7482,129,550232,289464
553,AN,2021-09-30,7621,7483,129,552153,289728
554,AN,2021-01-10,7621,7484,129,554312,289982
555,AN,2021-02-10,7622,7484,129,556135,289999
556,AN,2021-03-10,7623,7485,129,557749,289999
557,AN,2021-04-10,7624,7485,129,559092,290292
558,AN,2021-05-10,7626,7488,129,560925,290554
559,AN,2021-06-10,7627,7488,129,562716,290847
